x,y,d
13.0,-5.0,69.0
13.0,-3.0,69.0
13.0,-1.0,69.0
15.0,1.0,60.0
15.0,3.0,60.0
15.0,5.0,60.0
15.0,7.0,60.0
15.0,9.0,60.0
15.0,11.0,60.0
15.0,13.0,60.0
15.0,15.0,60.0
13.0,15.0,60.0
11.0,15.0,60.0
9.0,15.0,60.0
7.0,15.0,60.0
5.0,15.0,60.0
3.0,15.0,60.0
1.0,15.0,60.0
-1.0,15.0,60.0
-3.0,15.0,60.0
-5.0,15.0,60.0
-7.0,15.0,60.0
-9.0,15.0,60.0
-11.0,15.0,60.0
-13.0,15.0,60.0
-15.0,15.0,60.0
-15.0,13.0,60.0
-15.0,11.0,60.0
-15.0,9.0,60.0
-15.0,7.0,60.0
-15.0,5.0,60.0
-15.0,3.0,60.0
-15.0,1.0,60.0
-15.0,-1.0,60.0
-15.0,-3.0,60.0
-15.0,-5.0,60.0
-15.0,-7.0,60.0
-15.0,-9.0,60.0
-15.0,-11.0,60.0
-15.0,-13.0,60.0
-15.0,-15.0,60.0
-13.0,-15.0,60.0
-11.0,-15.0,60.0
-9.0,-15.0,60.0
-7.0,-15.0,60.0
-5.0,-15.0,60.0
-3.0,-15.0,60.0
-1.0,-15.0,60.0
1.0,-15.0,60.0
3.0,-15.0,60.0
5.0,-15.0,60.0
7.0,-15.0,60.0
9.0,-15.0,60.0
11.0,-15.0,60.0
13.0,-15.0,60.0
15.0,-15.0,60.0
15.0,-13.0,60.0
15.0,-11.0,60.0
15.0,-9.0,60.0
15.0,-7.0,60.0
15.0,-5.0,60.0
15.0,-3.0,60.0
15.0,-1.0,60.0
17.0,1.0,52.0
17.0,3.0,52.0
17.0,5.0,52.0
17.0,7.0,52.0
17.0,9.0,52.0
17.0,11.0,52.0
17.0,13.0,52.0
17.0,15.0,52.0
17.0,17.0,52.0
15.0,17.0,52.0
13.0,17.0,52.0
11.0,17.0,52.0
9.0,17.0,52.0
7.0,17.0,52.0
5.0,17.0,52.0
3.0,17.0,52.0
1.0,17.0,52.0
-1.0,17.0,52.0
-3.0,17.0,52.0
-5.0,17.0,52.0
-7.0,17.0,52.0
-9.0,17.0,52.0
-11.0,17.0,52.0
-13.0,17.0,52.0
-15.0,17.0,52.0
-17.0,17.0,52.0
-17.0,15.0,52.0
-17.0,13.0,52.0
-17.0,11.0,52.0
-17.0,9.0,52.0
-17.0,7.0,52.0
-17.0,5.0,52.0
-17.0,3.0,52.0
-17.0,1.0,52.0
-17.0,-1.0,52.0
-17.0,-3.0,52.0
-17.0,-5.0,52.0
-17.0,-7.0,52.0
-17.0,-9.0,52.0
-17.0,-11.0,52.0
-17.0,-13.0,52.0
-17.0,-15.0,52.0
-17.0,-17.0,52.0
-15.0,-17.0,52.0
-13.0,-17.0,52.0
-11.0,-17.0,52.0
-9.0,-17.0,52.0
-7.0,-17.0,52.0
-5.0,-17.0,52.0
-3.0,-17.0,52.0
-1.0,-17.0,52.0
1.0,-17.0,52.0
3.0,-17.0,52.0
5.0,-17.0,52.0
7.0,-17.0,52.0
9.0,-17.0,52.0
11.0,-17.0,52.0
13.0,-17.0,52.0
15.0,-17.0,52.0
17.0,-17.0,52.0
17.0,-15.0,52.0
17.0,-13.0,52.0
17.0,-11.0,52.0
17.0,-9.0,52.0
17.0,-7.0,52.0
17.0,-5.0,52.0
17.0,-3.0,52.0
17.0,-1.0,52.0
