x,y,d
68.0175,-58.9375,10.0
75.7128,-48.6577,10.0
81.8669,-37.3873,30.0
86.3544,-25.3559,30.0
89.0839,-12.8083,10.0
120.0,0.0,10.0
118.7786,17.0778,30.0
115.1392,33.8079,30.0
109.1558,49.8498,10.0
100.9504,64.8769,10.0
90.6899,78.5833,30.0
78.5833,90.6899,30.0
64.8769,100.9504,10.0
49.8498,109.1558,10.0
33.8079,115.1392,30.0
17.0778,118.7786,30.0
0.0,120.0,10.0
-17.0778,118.7786,10.0
-33.8079,115.1392,30.0
-49.8498,109.1558,30.0
-64.8769,100.9504,10.0
-78.5833,90.6899,10.0
-90.69,78.5833,30.0
-100.9504,64.8769,30.0
-109.1558,49.8498,10.0
-115.1392,33.8079,10.0
-118.7786,17.0778,30.0
-120.0,0.0,30.0
-118.7786,-17.0778,10.0
-115.1392,-33.8079,10.0
-109.1558,-49.8498,30.0
-100.9504,-64.8769,30.0
-90.6899,-78.5833,10.0
-78.5833,-90.69,10.0
-64.8769,-100.9504,30.0
-49.8498,-109.1558,30.0
-33.8079,-115.1392,10.0
-17.0778,-118.7786,10.0
0.0,-120.0,30.0
17.0778,-118.7786,30.0
33.8079,-115.1392,10.0
49.8498,-109.1558,10.0
64.8769,-100.9504,30.0
78.5833,-90.6899,30.0
90.69,-78.5833,10.0
100.9504,-64.8769,10.0
109.1558,-49.8498,30.0
115.1392,-33.8079,30.0
118.7786,-17.0778,10.0
150.0,0.0,10.0
148.4732,21.3472,30.0
143.924,42.2599,30.0
136.4448,62.3123,10.0
126.188,81.0961,10.0
113.3624,98.2291,30.0
98.2291,113.3624,30.0
81.0961,126.188,10.0
62.3122,136.4448,10.0
42.2599,143.924,30.0
21.3472,148.4732,30.0
0.0,150.0,10.0
-21.3472,148.4732,10.0
-42.2599,143.924,30.0
-62.3123,136.4448,30.0
-81.0961,126.188,10.0
-98.2291,113.3624,10.0
-113.3624,98.2291,30.0
-126.188,81.0961,30.0
-136.4448,62.3122,10.0
-143.924,42.2599,10.0
-148.4732,21.3472,30.0
-150.0,0.0,30.0
-148.4732,-21.3472,10.0
-143.9239,-42.2599,10.0
-136.4448,-62.3123,30.0
-126.188,-81.0961,30.0
-113.3624,-98.2291,10.0
-98.2291,-113.3624,10.0
-81.0961,-126.188,30.0
-62.3122,-136.4448,30.0
-42.2599,-143.924,10.0
-21.3472,-148.4732,10.0
0.0,-150.0,30.0
21.3472,-148.4732,30.0
42.2599,-143.9239,10.0
62.3123,-136.4448,10.0
81.0961,-126.188,30.0
98.2291,-113.3624,30.0
113.3624,-98.2291,10.0
126.188,-81.0961,10.0
136.4448,-62.3122,30.0
143.924,-42.2599,30.0
148.4732,-21.3472,10.0
180.0,0.0,10.0
178.1679,25.6167,30.0
172.7087,50.7119,30.0
163.7338,74.7747,10.0
151.4256,97.3153,10.0
136.0349,117.8749,30.0
117.8749,136.0349,30.0
97.3153,151.4256,10.0
74.7747,163.7338,10.0
50.7119,172.7087,30.0
25.6167,178.1679,30.0
0.0,180.0,10.0
-25.6167,178.1679,10.0
-50.7119,172.7087,30.0
-74.7747,163.7337,30.0
-97.3154,151.4256,10.0
-117.8749,136.0349,10.0
-136.0349,117.8749,30.0
-151.4256,97.3153,30.0
-163.7338,74.7747,10.0
-172.7087,50.7118,10.0
-178.1679,25.6167,30.0
-180.0,0.0,30.0
-178.1679,-25.6167,10.0
-172.7087,-50.7119,10.0
-163.7337,-74.7747,30.0
-151.4256,-97.3154,30.0
-136.0349,-117.8749,10.0
-117.8749,-136.0349,10.0
-97.3153,-151.4256,30.0
-74.7747,-163.7338,30.0
-50.7118,-172.7087,10.0
-25.6166,-178.1679,10.0
0.0,-180.0,30.0
25.6167,-178.1679,30.0
50.7119,-172.7087,10.0
74.7747,-163.7337,10.0
97.3154,-151.4256,30.0
117.875,-136.0349,30.0
136.0349,-117.8749,10.0
151.4256,-97.3153,10.0
163.7338,-74.7747,30.0
172.7087,-50.7118,30.0
178.1679,-25.6166,10.0
210.0,0.0,10.0
207.8625,29.8861,30.0
201.4935,59.1638,30.0
191.0227,87.2372,10.0
176.6632,113.5346,10.0
158.7074,137.5208,30.0
137.5208,158.7074,30.0
113.5346,176.6632,10.0
87.2371,191.0227,10.0
59.1638,201.4935,30.0
29.8861,207.8625,30.0
0.0,210.0,10.0
-29.8861,207.8625,10.0
-59.1638,201.4935,30.0
-87.2372,191.0227,30.0
-113.5346,176.6632,10.0
-137.5208,158.7074,10.0
-158.7074,137.5207,30.0
-176.6633,113.5346,30.0
-191.0227,87.2371,10.0
-201.4935,59.1638,10.0
-207.8625,29.8861,30.0
-210.0,0.0,30.0
-207.8625,-29.8861,10.0
-201.4935,-59.1639,10.0
-191.0227,-87.2372,30.0
-176.6632,-113.5346,30.0
-158.7074,-137.5208,10.0
-137.5207,-158.7074,10.0
-113.5346,-176.6633,30.0
-87.2371,-191.0227,30.0
-59.1638,-201.4935,10.0
-29.8861,-207.8625,10.0
0.0,-210.0,30.0
29.8861,-207.8625,30.0
59.1639,-201.4935,10.0
87.2372,-191.0227,10.0
113.5346,-176.6632,30.0
137.5208,-158.7074,30.0
158.7074,-137.5207,10.0
176.6633,-113.5345,10.0
191.0227,-87.2371,30.0
201.4935,-59.1638,30.0
207.8625,-29.8861,10.0
240.0,0.0,10.0
237.5571,34.1556,30.0
230.2783,67.6158,30.0
218.3117,99.6996,10.0
201.9008,129.7538,10.0
181.3799,157.1666,30.0
157.1666,181.3799,30.0
129.7538,201.9008,10.0
99.6996,218.3117,10.0
67.6158,230.2783,30.0
34.1556,237.5571,30.0
0.0,240.0,10.0
-34.1556,237.5571,10.0
-67.6158,230.2783,30.0
-99.6996,218.3117,30.0
-129.7538,201.9008,10.0
-157.1666,181.3799,10.0
-181.3799,157.1666,30.0
-201.9009,129.7538,30.0
-218.3117,99.6996,10.0
-230.2783,67.6158,10.0
-237.5571,34.1555,30.0
-240.0,0.0,30.0
-237.5571,-34.1556,10.0
-230.2783,-67.6158,10.0
-218.3117,-99.6996,30.0
-201.9008,-129.7538,30.0
-181.3799,-157.1666,10.0
-157.1665,-181.3799,10.0
-129.7538,-201.9009,30.0
-99.6996,-218.3117,30.0
-67.6158,-230.2783,10.0
-34.1555,-237.5571,10.0
0.0,-240.0,30.0
34.1556,-237.5571,30.0
67.6158,-230.2783,10.0
99.6996,-218.3117,10.0
129.7538,-201.9008,30.0
157.1666,-181.3799,30.0
181.3799,-157.1665,10.0
201.9009,-129.7538,10.0
218.3117,-99.6996,30.0
230.2783,-67.6158,30.0
237.5572,-34.1555,10.0
270.0,0.0,10.0
267.2518,38.425,30.0
259.0631,76.0678,30.0
245.6006,112.1621,10.0
227.1385,145.973,10.0
204.0524,176.8124,30.0
176.8124,204.0524,30.0
145.973,227.1385,10.0
112.162,245.6006,10.0
76.0678,259.0631,30.0
38.425,267.2518,30.0
0.0,270.0,10.0
-38.425,267.2518,10.0
-76.0678,259.0631,30.0
-112.1621,245.6006,30.0
-145.973,227.1384,10.0
-176.8124,204.0524,10.0
-204.0524,176.8124,30.0
-227.1385,145.973,30.0
-245.6006,112.162,10.0
-259.0631,76.0678,10.0
-267.2518,38.425,30.0
-270.0,0.0,30.0
-267.2518,-38.425,10.0
-259.0631,-76.0678,10.0
-245.6006,-112.1621,30.0
-227.1384,-145.973,30.0
-204.0524,-176.8124,10.0
-176.8124,-204.0524,10.0
-145.973,-227.1385,30.0
-112.162,-245.6006,30.0
-76.0678,-259.0631,10.0
-38.425,-267.2518,10.0
0.0,-270.0,30.0
38.425,-267.2518,30.0
76.0678,-259.0631,10.0
112.1621,-245.6006,10.0
145.9731,-227.1384,30.0
176.8124,-204.0524,30.0
204.0524,-176.8124,10.0
227.1385,-145.973,10.0
245.6007,-112.162,30.0
259.0631,-76.0677,30.0
267.2518,-38.425,10.0
300.0,0.0,10.0
296.9464,42.6945,30.0
287.8479,84.5198,30.0
272.8896,124.6245,10.0
252.3761,162.1922,10.0
226.7249,196.4582,30.0
196.4582,226.7249,30.0
162.1922,252.3761,10.0
124.6245,272.8896,10.0
84.5198,287.8479,30.0
42.6944,296.9464,30.0
0.0,300.0,10.0
-42.6945,296.9464,10.0
-84.5198,287.8479,30.0
-124.6245,272.8896,30.0
-162.1923,252.3761,10.0
-196.4582,226.7249,10.0
-226.7249,196.4582,30.0
-252.3761,162.1922,30.0
-272.8896,124.6245,10.0
-287.8479,84.5197,10.0
-296.9464,42.6944,30.0
-300.0,0.0,30.0
-296.9464,-42.6945,10.0
-287.8479,-84.5198,10.0
-272.8896,-124.6245,30.0
-252.376,-162.1923,30.0
-226.7249,-196.4583,10.0
-196.4582,-226.7249,10.0
-162.1922,-252.3761,30.0
-124.6245,-272.8896,30.0
-84.5197,-287.8479,10.0
-42.6944,-296.9464,10.0
0.0,-300.0,30.0
42.6945,-296.9464,30.0
84.5198,-287.8479,10.0
124.6245,-272.8896,10.0
162.1923,-252.376,30.0
196.4583,-226.7248,30.0
226.7249,-196.4582,10.0
252.3761,-162.1922,10.0
272.8896,-124.6245,30.0
287.8479,-84.5197,30.0
296.9464,-42.6944,10.0
