x,y,d
1.8042,9.375,20.0
0.9021,10.9375,10.0
-4.1497,5.3125,10.0
-6.6756,0.9375,10.0
-2.7063,7.8125,10.0
-1.8042,9.375,20.0
-0.9021,10.9375,10.0
-5.4127,6.25,10.0
-7.2169,6.25,20.0
-9.0211,6.25,10.0
-6.6756,-0.9375,10.0
-4.1497,-5.3125,10.0
-8.119,1.5625,10.0
-9.0211,3.125,20.0
-9.9232,4.6875,10.0
-8.119,-1.5625,10.0
-9.0211,-3.125,20.0
-9.9232,-4.6875,10.0
-2.5259,-6.25,10.0
2.5259,-6.25,10.0
-5.4127,-6.25,10.0
-7.2169,-6.25,20.0
-9.0211,-6.25,10.0
-2.7063,-7.8125,10.0
-1.8042,-9.375,20.0
-0.9021,-10.9375,10.0
4.1497,-5.3125,10.0
6.6756,-0.9375,10.0
2.7063,-7.8125,10.0
1.8042,-9.375,20.0
0.9021,-10.9375,10.0
5.4127,-6.25,10.0
7.2169,-6.25,20.0
9.0211,-6.25,10.0
9.0211,0.0,40.0
4.5105,7.8125,40.0
-4.5105,7.8125,40.0
-9.0211,0.0,40.0
-4.5105,-7.8125,40.0
4.5106,-7.8125,40.0
13.5316,7.8125,40.0
0.0,15.625,40.0
-13.5316,7.8125,40.0
-13.5316,-7.8125,40.0
0.0,-15.625,40.0
13.5316,-7.8125,40.0
8.3445,1.1719,10.0
5.1871,6.6406,10.0
10.1487,-1.9531,10.0
11.2764,-3.9062,20.0
12.404,-5.8594,10.0
10.1487,1.9531,10.0
11.2764,3.9062,20.0
12.404,5.8594,10.0
3.1574,7.8125,10.0
-3.1574,7.8125,10.0
6.7658,7.8125,10.0
9.0211,7.8125,20.0
11.2764,7.8125,10.0
3.3829,9.7656,10.0
2.2553,11.7187,20.0
1.1276,13.6719,10.0
-5.1871,6.6406,10.0
-8.3445,1.1719,10.0
-3.3829,9.7656,10.0
-2.2553,11.7187,20.0
-1.1276,13.6719,10.0
-6.7658,7.8125,10.0
-9.0211,7.8125,20.0
-11.2764,7.8125,10.0
-8.3445,-1.1719,10.0
-5.1871,-6.6406,10.0
-10.1487,1.9531,10.0
-11.2764,3.9062,20.0
-12.404,5.8594,10.0
-10.1487,-1.9531,10.0
-11.2764,-3.9063,20.0
-12.404,-5.8594,10.0
-3.1574,-7.8125,10.0
3.1574,-7.8125,10.0
-6.7658,-7.8125,10.0
-9.0211,-7.8125,20.0
-11.2764,-7.8125,10.0
-3.3829,-9.7656,10.0
-2.2553,-11.7187,20.0
-1.1276,-13.6719,10.0
5.1871,-6.6406,10.0
8.3445,-1.1719,10.0
3.3829,-9.7656,10.0
2.2553,-11.7187,20.0
1.1276,-13.6719,10.0
6.7658,-7.8125,10.0
9.0211,-7.8125,20.0
11.2764,-7.8125,10.0
11.2764,0.0,40.0
5.6382,9.7656,40.0
-5.6382,9.7656,40.0
-11.2764,0.0,40.0
-5.6382,-9.7656,40.0
5.6382,-9.7656,40.0
16.9146,9.7656,40.0
0.0,19.5312,40.0
-16.9146,9.7656,40.0
-16.9146,-9.7656,40.0
0.0,-19.5312,40.0
16.9146,-9.7656,40.0
10.4306,1.4648,10.0
6.4839,8.3008,10.0
12.6859,-2.4414,10.0
14.0955,-4.8828,20.0
15.505,-7.3242,10.0
12.6859,2.4414,10.0
14.0955,4.8828,20.0
15.505,7.3242,10.0
3.9467,9.7656,10.0
-3.9467,9.7656,10.0
8.4573,9.7656,10.0
11.2764,9.7656,20.0
14.0955,9.7656,10.0
4.2286,12.207,10.0
2.8191,14.6484,20.0
1.4095,17.0898,10.0
-6.4839,8.3008,10.0
-10.4306,1.4648,10.0
-4.2286,12.207,10.0
-2.8191,14.6484,20.0
-1.4095,17.0898,10.0
-8.4573,9.7656,10.0
-11.2764,9.7656,20.0
-14.0955,9.7656,10.0
-10.4306,-1.4648,10.0
-6.4839,-8.3008,10.0
-12.6859,2.4414,10.0
-14.0955,4.8828,20.0
-15.505,7.3242,10.0
-12.6859,-2.4414,10.0
-14.0955,-4.8828,20.0
-15.505,-7.3242,10.0
-3.9467,-9.7656,10.0
3.9467,-9.7656,10.0
-8.4573,-9.7656,10.0
-11.2764,-9.7656,20.0
-14.0955,-9.7656,10.0
-4.2286,-12.207,10.0
-2.8191,-14.6484,20.0
-1.4095,-17.0898,10.0
6.4839,-8.3008,10.0
10.4306,-1.4648,10.0
4.2286,-12.207,10.0
2.8191,-14.6484,20.0
1.4095,-17.0898,10.0
8.4573,-9.7656,10.0
11.2764,-9.7656,20.0
14.0955,-9.7656,10.0
14.0955,0.0,40.0
7.0477,12.207,40.0
-7.0477,12.207,40.0
-14.0955,0.0,40.0
-7.0477,-12.207,40.0
7.0477,-12.207,40.0
21.1432,12.207,40.0
0.0,24.4141,40.0
-21.1432,12.207,40.0
-21.1432,-12.207,40.0
0.0,-24.4141,40.0
21.1432,-12.207,40.0
13.0383,1.8311,10.0
8.1049,10.376,10.0
15.8574,-3.0518,10.0
17.6193,-6.1035,20.0
19.3813,-9.1553,10.0
15.8574,3.0518,10.0
17.6193,6.1035,20.0
19.3813,9.1553,10.0
4.9334,12.207,10.0
-4.9334,12.207,10.0
10.5716,12.207,10.0
14.0955,12.207,20.0
17.6193,12.207,10.0
5.2858,15.2588,10.0
3.5239,18.3105,20.0
1.7619,21.3623,10.0
-8.1049,10.376,10.0
-13.0383,1.8311,10.0
-5.2858,15.2588,10.0
-3.5239,18.3105,20.0
-1.7619,21.3623,10.0
-10.5716,12.207,10.0
-14.0955,12.207,20.0
-17.6193,12.207,10.0
-13.0383,-1.8311,10.0
-8.1049,-10.376,10.0
-15.8574,3.0518,10.0
-17.6193,6.1035,20.0
-19.3813,9.1553,10.0
-15.8574,-3.0518,10.0
-17.6193,-6.1035,20.0
-19.3813,-9.1553,10.0
-4.9334,-12.207,10.0
4.9334,-12.207,10.0
-10.5716,-12.207,10.0
-14.0955,-12.207,20.0
-17.6193,-12.207,10.0
-5.2858,-15.2588,10.0
-3.5239,-18.3105,20.0
-1.7619,-21.3623,10.0
8.1049,-10.376,10.0
13.0383,-1.8311,10.0
5.2858,-15.2588,10.0
3.5239,-18.3105,20.0
1.7619,-21.3623,10.0
10.5716,-12.207,10.0
14.0955,-12.207,20.0
17.6193,-12.207,10.0
17.6193,0.0,40.0
8.8097,15.2588,40.0
-8.8097,15.2588,40.0
-17.6193,0.0,40.0
-8.8097,-15.2588,40.0
8.8097,-15.2588,40.0
26.429,15.2588,40.0
0.0,30.5176,40.0
-26.429,15.2588,40.0
-26.429,-15.2588,40.0
0.0,-30.5176,40.0
26.429,-15.2588,40.0
16.2979,2.2888,10.0
10.1311,12.97,10.0
19.8217,-3.8147,10.0
22.0242,-7.6294,20.0
24.2266,-11.4441,10.0
19.8217,3.8147,10.0
22.0242,7.6294,20.0
24.2266,11.4441,10.0
6.1668,15.2588,10.0
-6.1668,15.2588,10.0
13.2145,15.2588,10.0
17.6193,15.2588,20.0
22.0242,15.2588,10.0
6.6072,19.0735,10.0
4.4048,22.8882,20.0
2.2024,26.7029,10.0
-10.1311,12.97,10.0
-16.2979,2.2888,10.0
-6.6072,19.0735,10.0
-4.4048,22.8882,20.0
-2.2024,26.7029,10.0
-13.2145,15.2588,10.0
-17.6193,15.2588,20.0
-22.0242,15.2588,10.0
-16.2979,-2.2888,10.0
-10.1311,-12.97,10.0
-19.8217,3.8147,10.0
-22.0242,7.6294,20.0
-24.2266,11.4441,10.0
-19.8217,-3.8147,10.0
-22.0242,-7.6294,20.0
-24.2266,-11.4441,10.0
-6.1668,-15.2588,10.0
6.1668,-15.2588,10.0
-13.2145,-15.2588,10.0
-17.6193,-15.2588,20.0
-22.0242,-15.2588,10.0
-6.6072,-19.0735,10.0
-4.4048,-22.8882,20.0
-2.2024,-26.7029,10.0
10.1311,-12.97,10.0
16.2979,-2.2888,10.0
6.6073,-19.0735,10.0
4.4048,-22.8882,20.0
2.2024,-26.7029,10.0
13.2145,-15.2588,10.0
17.6193,-15.2588,20.0
22.0242,-15.2588,10.0
