x,y,d
-103.923,-60.0,30.0
-91.9253,-77.1345,30.0
-77.1345,-91.9253,10.0
-60.0,-103.9231,10.0
-41.0424,-112.7631,30.0
-20.8378,-118.1769,30.0
0.0,-120.0,10.0
20.8378,-118.1769,10.0
41.0424,-112.7631,30.0
60.0,-103.923,30.0
77.1345,-91.9253,10.0
91.9253,-77.1345,10.0
103.9231,-60.0,30.0
112.7631,-41.0424,30.0
118.1769,-20.8378,10.0
150.0,0.0,10.0
147.7212,26.0472,30.0
140.9539,51.303,30.0
129.9038,75.0,10.0
114.9067,96.4181,10.0
96.4181,114.9067,30.0
75.0,129.9038,30.0
51.303,140.9539,10.0
26.0472,147.7212,10.0
0.0,150.0,30.0
-26.0472,147.7212,30.0
-51.303,140.9539,10.0
-75.0,129.9038,10.0
-96.4182,114.9067,30.0
-114.9067,96.4181,30.0
-129.9038,75.0,10.0
-140.9539,51.303,10.0
-147.7212,26.0472,30.0
-150.0,0.0,30.0
-147.7212,-26.0472,10.0
-140.9539,-51.303,10.0
-129.9038,-75.0,30.0
-114.9067,-96.4182,30.0
-96.4181,-114.9067,10.0
-75.0,-129.9038,10.0
-51.303,-140.9539,30.0
-26.0472,-147.7212,30.0
0.0,-150.0,10.0
26.0472,-147.7212,10.0
51.303,-140.9539,30.0
75.0,-129.9038,30.0
96.4182,-114.9067,10.0
114.9067,-96.4181,10.0
129.9038,-75.0,30.0
140.9539,-51.303,30.0
147.7212,-26.0472,10.0
180.0,0.0,10.0
177.2654,31.2567,30.0
169.1447,61.5636,30.0
155.8846,90.0,10.0
137.888,115.7018,10.0
115.7018,137.888,30.0
90.0,155.8846,30.0
61.5636,169.1447,10.0
31.2567,177.2654,10.0
0.0,180.0,30.0
-31.2567,177.2654,30.0
-61.5636,169.1447,10.0
-90.0,155.8846,10.0
-115.7018,137.888,30.0
-137.888,115.7018,30.0
-155.8846,90.0,10.0
-169.1447,61.5636,10.0
-177.2654,31.2567,30.0
-180.0,0.0,30.0
-177.2654,-31.2567,10.0
-169.1447,-61.5636,10.0
-155.8846,-90.0,30.0
-137.888,-115.7018,30.0
-115.7018,-137.888,10.0
-90.0,-155.8846,10.0
-61.5636,-169.1447,30.0
-31.2566,-177.2654,30.0
0.0,-180.0,10.0
31.2567,-177.2654,10.0
61.5636,-169.1447,30.0
90.0,-155.8846,30.0
115.7018,-137.888,10.0
137.888,-115.7018,10.0
155.8846,-90.0,30.0
169.1447,-61.5636,30.0
177.2654,-31.2566,10.0
210.0,0.0,10.0
206.8096,36.4661,30.0
197.3354,71.8242,30.0
181.8653,105.0,10.0
160.8693,134.9854,10.0
134.9854,160.8693,30.0
105.0,181.8653,30.0
71.8242,197.3354,10.0
36.4661,206.8096,10.0
0.0,210.0,30.0
-36.4661,206.8096,30.0
-71.8242,197.3354,10.0
-105.0,181.8653,10.0
-134.9854,160.8693,30.0
-160.8693,134.9854,30.0
-181.8653,105.0,10.0
-197.3354,71.8242,10.0
-206.8096,36.4661,30.0
-210.0,0.0,30.0
-206.8096,-36.4661,10.0
-197.3354,-71.8242,10.0
-181.8653,-105.0,30.0
-160.8693,-134.9854,30.0
-134.9854,-160.8694,10.0
-105.0,-181.8653,10.0
-71.8242,-197.3355,30.0
-36.4661,-206.8096,30.0
0.0,-210.0,10.0
36.4661,-206.8096,10.0
71.8243,-197.3354,30.0
105.0,-181.8653,30.0
134.9854,-160.8693,10.0
160.8694,-134.9854,10.0
181.8654,-105.0,30.0
197.3355,-71.8242,30.0
206.8096,-36.4661,10.0
240.0,0.0,10.0
236.3539,41.6756,30.0
225.5262,82.0848,30.0
207.8461,120.0,10.0
183.8507,154.269,10.0
154.269,183.8507,30.0
120.0,207.8461,30.0
82.0848,225.5262,10.0
41.6756,236.3539,10.0
0.0,240.0,30.0
-41.6756,236.3539,30.0
-82.0848,225.5262,10.0
-120.0,207.8461,10.0
-154.269,183.8507,30.0
-183.8507,154.269,30.0
-207.8461,120.0,10.0
-225.5262,82.0848,10.0
-236.3539,41.6755,30.0
-240.0,0.0,30.0
-236.3539,-41.6756,10.0
-225.5262,-82.0849,10.0
-207.8461,-120.0,30.0
-183.8506,-154.269,30.0
-154.269,-183.8507,10.0
-120.0,-207.8461,10.0
-82.0848,-225.5262,30.0
-41.6755,-236.3539,30.0
0.0,-240.0,10.0
41.6756,-236.3539,10.0
82.0849,-225.5262,30.0
120.0,-207.8461,30.0
154.2691,-183.8506,10.0
183.8507,-154.269,10.0
207.8461,-120.0,30.0
225.5262,-82.0848,30.0
236.3539,-41.6755,10.0
270.0,0.0,10.0
265.8981,46.885,30.0
253.717,92.3454,30.0
233.8269,135.0,10.0
206.832,173.5527,10.0
173.5526,206.832,30.0
135.0,233.8269,30.0
92.3454,253.717,10.0
46.885,265.8981,10.0
0.0,270.0,30.0
-46.885,265.8981,30.0
-92.3455,253.717,10.0
-135.0,233.8269,10.0
-173.5527,206.832,30.0
-206.832,173.5526,30.0
-233.8269,135.0,10.0
-253.717,92.3454,10.0
-265.8981,46.885,30.0
-270.0,0.0,30.0
-265.8981,-46.885,10.0
-253.717,-92.3455,10.0
-233.8268,-135.0,30.0
-206.832,-173.5527,30.0
-173.5526,-206.832,10.0
-135.0,-233.8269,10.0
-92.3454,-253.717,30.0
-46.885,-265.8981,30.0
0.0,-270.0,10.0
46.885,-265.8981,10.0
92.3455,-253.717,30.0
135.0,-233.8268,30.0
173.5527,-206.832,10.0
206.832,-173.5526,10.0
233.8269,-135.0,30.0
253.717,-92.3454,30.0
265.8981,-46.885,10.0
300.0,0.0,10.0
295.4423,52.0945,30.0
281.9078,102.606,30.0
259.8076,150.0,10.0
229.8133,192.8363,10.0
192.8363,229.8133,30.0
150.0,259.8076,30.0
102.606,281.9078,10.0
52.0944,295.4423,10.0
0.0,300.0,30.0
-52.0945,295.4423,30.0
-102.6061,281.9078,10.0
-150.0,259.8076,10.0
-192.8363,229.8133,30.0
-229.8133,192.8363,30.0
-259.8076,150.0,10.0
-281.9078,102.606,10.0
-295.4423,52.0944,30.0
-300.0,0.0,30.0
-295.4423,-52.0945,10.0
-281.9078,-102.6061,10.0
-259.8076,-150.0,30.0
-229.8133,-192.8363,30.0
-192.8363,-229.8134,10.0
-150.0,-259.8076,10.0
-102.606,-281.9078,30.0
-52.0944,-295.4423,30.0
0.0,-300.0,10.0
52.0945,-295.4423,10.0
102.6061,-281.9078,30.0
150.0,-259.8076,30.0
192.8363,-229.8133,10.0
229.8134,-192.8362,10.0
259.8076,-150.0,30.0
281.9078,-102.606,30.0
295.4423,-52.0944,10.0
