x,y,d
-135.1453,-65.0826,10.0
-117.2747,-93.5235,30.0
-93.5235,-117.2747,30.0
-65.0825,-135.1453,10.0
-33.3781,-146.2392,10.0
0.0,-150.0,30.0
33.3782,-146.2392,30.0
65.0826,-135.1453,10.0
93.5235,-117.2747,10.0
117.2747,-93.5235,30.0
135.1453,-65.0825,30.0
146.2392,-33.3781,10.0
180.0,0.0,10.0
175.487,40.0538,30.0
162.1744,78.0991,30.0
140.7297,112.2282,10.0
112.2282,140.7297,10.0
78.0991,162.1744,30.0
40.0538,175.487,30.0
0.0,180.0,10.0
-40.0538,175.487,10.0
-78.0991,162.1744,30.0
-112.2282,140.7297,30.0
-140.7297,112.2282,10.0
-162.1744,78.0991,10.0
-175.487,40.0538,30.0
-180.0,0.0,30.0
-175.487,-40.0538,10.0
-162.1744,-78.0991,10.0
-140.7297,-112.2282,30.0
-112.2281,-140.7297,30.0
-78.0991,-162.1744,10.0
-40.0537,-175.487,10.0
0.0,-180.0,30.0
40.0538,-175.487,30.0
78.0991,-162.1744,10.0
112.2282,-140.7296,10.0
140.7297,-112.2281,30.0
162.1744,-78.099,30.0
175.487,-40.0537,10.0
210.0,0.0,10.0
204.7349,46.7294,30.0
189.2035,91.1156,30.0
164.1846,130.9329,10.0
130.9329,164.1846,10.0
91.1156,189.2035,30.0
46.7294,204.7349,30.0
0.0,210.0,10.0
-46.7294,204.7349,10.0
-91.1156,189.2035,30.0
-130.9329,164.1846,30.0
-164.1846,130.9328,10.0
-189.2035,91.1156,10.0
-204.7349,46.7294,30.0
-210.0,0.0,30.0
-204.7349,-46.7294,10.0
-189.2035,-91.1156,10.0
-164.1846,-130.9329,30.0
-130.9328,-164.1846,30.0
-91.1156,-189.2035,10.0
-46.7294,-204.7349,10.0
0.0,-210.0,30.0
46.7294,-204.7348,30.0
91.1156,-189.2034,10.0
130.9329,-164.1846,10.0
164.1846,-130.9328,30.0
189.2035,-91.1156,30.0
204.7349,-46.7294,10.0
240.0,0.0,10.0
233.9827,53.405,30.0
216.2325,104.1321,30.0
187.6396,149.6376,10.0
149.6375,187.6396,10.0
104.1321,216.2325,30.0
53.405,233.9827,30.0
0.0,240.0,10.0
-53.405,233.9827,10.0
-104.1321,216.2325,30.0
-149.6376,187.6395,30.0
-187.6396,149.6375,10.0
-216.2325,104.1321,10.0
-233.9827,53.405,30.0
-240.0,0.0,30.0
-233.9827,-53.405,10.0
-216.2325,-104.1321,10.0
-187.6395,-149.6376,30.0
-149.6375,-187.6396,30.0
-104.1321,-216.2325,10.0
-53.405,-233.9827,10.0
0.0,-240.0,30.0
53.4051,-233.9827,30.0
104.1321,-216.2325,10.0
149.6376,-187.6395,10.0
187.6396,-149.6375,30.0
216.2325,-104.1321,30.0
233.9827,-53.405,10.0
270.0,0.0,10.0
263.2305,60.0807,30.0
243.2616,117.1486,30.0
211.0945,168.3423,10.0
168.3422,211.0945,10.0
117.1486,243.2616,30.0
60.0806,263.2305,30.0
0.0,270.0,10.0
-60.0807,263.2305,10.0
-117.1486,243.2616,30.0
-168.3423,211.0945,30.0
-211.0945,168.3422,10.0
-243.2616,117.1486,10.0
-263.2305,60.0806,30.0
-270.0,0.0,30.0
-263.2305,-60.0807,10.0
-243.2616,-117.1486,10.0
-211.0945,-168.3423,30.0
-168.3422,-211.0945,30.0
-117.1486,-243.2616,10.0
-60.0806,-263.2305,10.0
0.0,-270.0,30.0
60.0807,-263.2305,30.0
117.1486,-243.2616,10.0
168.3423,-211.0945,10.0
211.0945,-168.3422,30.0
243.2616,-117.1486,30.0
263.2306,-60.0806,10.0
300.0,0.0,10.0
292.4784,66.7563,30.0
270.2906,130.1651,30.0
234.5494,187.047,10.0
187.0469,234.5495,10.0
130.1651,270.2906,30.0
66.7563,292.4784,30.0
0.0,300.0,10.0
-66.7563,292.4784,10.0
-130.1651,270.2906,30.0
-187.047,234.5494,30.0
-234.5495,187.0469,10.0
-270.2907,130.1651,10.0
-292.4784,66.7563,30.0
-300.0,0.0,30.0
-292.4784,-66.7563,10.0
-270.2906,-130.1651,10.0
-234.5494,-187.047,30.0
-187.0469,-234.5495,30.0
-130.1651,-270.2907,10.0
-66.7562,-292.4784,10.0
0.0,-300.0,30.0
66.7563,-292.4784,30.0
130.1652,-270.2906,10.0
187.047,-234.5494,10.0
234.5495,-187.0469,30.0
270.2907,-130.1651,30.0
292.4784,-66.7562,10.0
