x,y,d
9.0,10.0,23.0
-8.0,11.0,23.0
-6.0,11.0,24.0
-4.0,11.0,25.0
-2.0,11.0,27.0
0.0,11.0,29.0
2.0,11.0,27.0
4.0,11.0,25.0
6.0,11.0,24.0
8.0,11.0,23.0
-7.0,12.0,23.0
-5.0,12.0,24.0
-3.0,12.0,25.0
-1.0,12.0,27.0
1.0,12.0,27.0
3.0,12.0,25.0
5.0,12.0,24.0
7.0,12.0,23.0
-6.0,13.0,23.0
-4.0,13.0,24.0
-2.0,13.0,25.0
0.0,13.0,27.0
2.0,13.0,25.0
4.0,13.0,24.0
6.0,13.0,23.0
-5.0,14.0,23.0
-3.0,14.0,24.0
-1.0,14.0,25.0
1.0,14.0,25.0
3.0,14.0,24.0
5.0,14.0,23.0
-4.0,15.0,23.0
-2.0,15.0,24.0
0.0,15.0,25.0
2.0,15.0,24.0
4.0,15.0,23.0
-3.0,16.0,23.0
-1.0,16.0,24.0
1.0,16.0,24.0
3.0,16.0,23.0
-2.0,17.0,23.0
0.0,17.0,24.0
2.0,17.0,23.0
-1.0,18.0,23.0
1.0,18.0,23.0
0.0,19.0,23.0
