x,y,d
37.082,114.1268,10.0
18.7721,118.5226,30.0
0.0,120.0,30.0
-18.7721,118.5226,10.0
-37.082,114.1268,10.0
-54.4789,106.9208,30.0
-70.5342,97.082,30.0
-84.8528,84.8528,10.0
-97.082,70.5342,10.0
-106.9208,54.4789,30.0
-114.1268,37.082,30.0
-118.5226,18.7721,10.0
-120.0,0.0,10.0
-118.5226,-18.7721,30.0
-114.1268,-37.0821,30.0
-106.9208,-54.4789,10.0
-97.082,-70.5342,10.0
-84.8528,-84.8528,30.0
-70.5342,-97.082,30.0
-54.4788,-106.9208,10.0
-37.082,-114.1268,10.0
-18.7721,-118.5226,30.0
0.0,-120.0,30.0
18.7722,-118.5226,10.0
37.0821,-114.1268,10.0
54.4789,-106.9208,30.0
70.5342,-97.082,30.0
84.8528,-84.8528,10.0
97.0821,-70.5342,10.0
106.9208,-54.4788,30.0
114.1268,-37.082,30.0
118.5226,-18.7721,10.0
150.0,0.0,10.0
148.1532,23.4652,30.0
142.6585,46.3526,30.0
133.651,68.0986,10.0
121.3525,88.1678,10.0
106.066,106.066,30.0
88.1678,121.3526,30.0
68.0986,133.651,10.0
46.3525,142.6585,10.0
23.4652,148.1533,30.0
0.0,150.0,30.0
-23.4652,148.1532,10.0
-46.3526,142.6585,10.0
-68.0986,133.651,30.0
-88.1678,121.3525,30.0
-106.066,106.066,10.0
-121.3526,88.1678,10.0
-133.651,68.0986,30.0
-142.6585,46.3525,30.0
-148.1533,23.4652,10.0
-150.0,0.0,10.0
-148.1532,-23.4652,30.0
-142.6585,-46.3526,30.0
-133.651,-68.0986,10.0
-121.3525,-88.1678,10.0
-106.066,-106.066,30.0
-88.1678,-121.3526,30.0
-68.0986,-133.651,10.0
-46.3525,-142.6585,10.0
-23.4652,-148.1533,30.0
0.0,-150.0,30.0
23.4652,-148.1532,10.0
46.3526,-142.6585,10.0
68.0986,-133.651,30.0
88.1678,-121.3525,30.0
106.066,-106.066,10.0
121.3526,-88.1678,10.0
133.651,-68.0986,30.0
142.6585,-46.3525,30.0
148.1533,-23.4651,10.0
180.0,0.0,10.0
177.7839,28.1582,30.0
171.1902,55.6231,30.0
160.3812,81.7183,10.0
145.6231,105.8013,10.0
127.2792,127.2792,30.0
105.8013,145.6231,30.0
81.7183,160.3812,10.0
55.6231,171.1902,10.0
28.1582,177.7839,30.0
0.0,180.0,30.0
-28.1582,177.7839,10.0
-55.6231,171.1902,10.0
-81.7183,160.3812,30.0
-105.8014,145.623,30.0
-127.2792,127.2792,10.0
-145.6231,105.8013,10.0
-160.3812,81.7183,30.0
-171.1902,55.623,30.0
-177.7839,28.1582,10.0
-180.0,0.0,10.0
-177.7839,-28.1582,30.0
-171.1902,-55.6231,30.0
-160.3812,-81.7183,10.0
-145.623,-105.8014,10.0
-127.2792,-127.2792,30.0
-105.8013,-145.6231,30.0
-81.7183,-160.3812,10.0
-55.623,-171.1902,10.0
-28.1582,-177.7839,30.0
0.0,-180.0,30.0
28.1582,-177.7839,10.0
55.6231,-171.1902,10.0
81.7183,-160.3812,30.0
105.8014,-145.623,30.0
127.2792,-127.2792,10.0
145.6231,-105.8013,10.0
160.3812,-81.7183,30.0
171.1902,-55.623,30.0
177.7839,-28.1582,10.0
